Review Text,O,C,E,A,N
Neat and structured build.,0.95,0.9,0.85,0.8,0.05
Not working after all updates.,0.1,0.05,0.1,0.1,0.9
High-end finish and usability.,0.95,0.9,0.85,0.8,0.05
Useless assistance again.,0.1,0.05,0.1,0.1,0.9
Sleek experience and easy to use.,0.95,0.9,0.85,0.8,0.05
Still no email from them.,0.1,0.05,0.1,0.1,0.9
Amazing visuals and quiet system.,0.95,0.9,0.85,0.8,0.05
No solution was offered.,0.1,0.05,0.1,0.1,0.9
Perfect workflow and style.,0.95,0.9,0.85,0.8,0.05
Awful product support.,0.1,0.05,0.1,0.1,0.9
Very responsive and elegant.,0.95,0.9,0.85,0.8,0.05
I feel completely ignored.,0.1,0.05,0.1,0.1,0.9
Super modern and fast-paced.,0.95,0.9,0.85,0.8,0.05
Still no tracking available.,0.1,0.05,0.1,0.1,0.9
Top-notch handling and speed.,0.95,0.9,0.85,0.8,0.05
No working product received.,0.1,0.05,0.1,0.1,0.9
So clean and straightforward.,0.95,0.9,0.85,0.8,0.05
Couldn’t even install it.,0.1,0.05,0.1,0.1,0.9
Highly polished and stable.,0.95,0.9,0.85,0.8,0.05
They refused to cooperate.,0.1,0.05,0.1,0.1,0.9
Everything fits together nicely.,0.95,0.9,0.85,0.8,0.05
I received the wrong model.,0.1,0.05,0.1,0.1,0.9
Just perfect in every way.,0.95,0.9,0.85,0.8,0.05
Their response was disappointing.,0.1,0.05,0.1,0.1,0.9
Luxurious shape and function.,0.95,0.9,0.85,0.8,0.05
Still broken after replacement.,0.1,0.05,0.1,0.1,0.9
"Professional, smooth experience.",0.95,0.9,0.85,0.8,0.05
They didn’t offer help at all.,0.1,0.05,0.1,0.1,0.9
The performance is outstanding.,0.95,0.9,0.85,0.8,0.05
Couldn’t get through to anyone.,0.1,0.05,0.1,0.1,0.9
Looks stunning and elegant.,0.95,0.9,0.85,0.8,0.05
Very unhelpful technical team.,0.1,0.05,0.1,0.1,0.9
Works perfectly and fast.,0.95,0.9,0.85,0.8,0.05
No attention to customer concern.,0.1,0.05,0.1,0.1,0.9
So lightweight and advanced.,0.95,0.9,0.85,0.8,0.05
No tracking sent till now.,0.1,0.05,0.1,0.1,0.9
Feels complete and intuitive.,0.95,0.9,0.85,0.8,0.05
Very poor customer service.,0.1,0.05,0.1,0.1,0.9
Super clear and accurate.,0.95,0.9,0.85,0.8,0.05
Had to open a dispute.,0.1,0.05,0.1,0.1,0.9
High performance and reliability.,0.95,0.9,0.85,0.8,0.05
The product never worked.,0.1,0.05,0.1,0.1,0.9
Intuitive and easy to navigate.,0.95,0.9,0.85,0.8,0.05
Terrible help during the return.,0.1,0.05,0.1,0.1,0.9
Fast interaction and layout.,0.95,0.9,0.85,0.8,0.05
Still unresolved after many emails.,0.1,0.05,0.1,0.1,0.9
Neat experience and visuals.,0.95,0.9,0.85,0.8,0.05
They never confirmed my order.,0.1,0.05,0.1,0.1,0.9
Solid features and usage.,0.95,0.9,0.85,0.8,0.05
Couldn’t contact anyone at all.,0.1,0.05,0.1,0.1,0.9
Perfect blend of design and use.,0.95,0.9,0.85,0.8,0.05
Bad shipping and slow reply.,0.1,0.05,0.1,0.1,0.9
Nice grip and smooth performance.,0.95,0.9,0.85,0.8,0.05
Nothing worked from the start.,0.1,0.05,0.1,0.1,0.9
Really efficient and beautiful.,0.95,0.9,0.85,0.8,0.05
Everything was broken inside.,0.1,0.05,0.1,0.1,0.9
Feels natural and comfortable.,0.95,0.9,0.85,0.8,0.05
Never got the correct item.,0.1,0.05,0.1,0.1,0.9
Fast to boot and clean to use.,0.95,0.9,0.85,0.8,0.05
Horrible refund experience again.,0.1,0.05,0.1,0.1,0.9
Wonderful visuals and response.,0.95,0.9,0.85,0.8,0.05
Support was a nightmare.,0.1,0.05,0.1,0.1,0.9
Refined visuals and functions.,0.95,0.9,0.85,0.8,0.05
No usable manual included.,0.1,0.05,0.1,0.1,0.9
Satisfying and quick device.,0.95,0.9,0.85,0.8,0.05
Nobody helped me at all.,0.1,0.05,0.1,0.1,0.9
Very simple and powerful.,0.95,0.9,0.85,0.8,0.05
Still not functioning properly.,0.1,0.05,0.1,0.1,0.9
Fast and clean design overall.,0.95,0.9,0.85,0.8,0.05
Still waiting for their response.,0.1,0.05,0.1,0.1,0.9
Super intuitive and smooth device.,0.95,0.9,0.85,0.8,0.05
Worst follow-up experience ever.,0.1,0.05,0.1,0.1,0.9
Excellent visuals and structure.,0.95,0.9,0.85,0.8,0.05
They didn’t respond again.,0.1,0.05,0.1,0.1,0.9
Top usability and performance.,0.95,0.9,0.85,0.8,0.05
The support was totally absent.,0.1,0.05,0.1,0.1,0.9
"Sleek, fast and very reliable.",0.95,0.9,0.85,0.8,0.05
Still broken and unresolved.,0.1,0.05,0.1,0.1,0.9
Everything works like expected.,0.95,0.9,0.85,0.8,0.05
I regret buying from them.,0.1,0.05,0.1,0.1,0.9
Very modern and efficient look.,0.95,0.9,0.85,0.8,0.05
Worst refund and delivery issues.,0.1,0.05,0.1,0.1,0.9
Everything feels natural and refined.,0.95,0.9,0.85,0.8,0.05
Support was useless again.,0.1,0.05,0.1,0.1,0.9
Fantastic device and interaction.,0.95,0.9,0.85,0.8,0.05
They ignored all tickets.,0.1,0.05,0.1,0.1,0.9
"Quick, light and easy to use.",0.95,0.9,0.85,0.8,0.05
Still no resolution from them.,0.1,0.05,0.1,0.1,0.9
Great layout and amazing visuals.,0.95,0.9,0.85,0.8,0.05
Delivery was a disaster.,0.1,0.05,0.1,0.1,0.9
Feels premium and effortless.,0.95,0.9,0.85,0.8,0.05
Nobody processed my issue.,0.1,0.05,0.1,0.1,0.9
Clear structure and logic.,0.95,0.9,0.85,0.8,0.05
Still no answer for my complaint.,0.1,0.05,0.1,0.1,0.9
Fast and simple setup.,0.95,0.9,0.85,0.8,0.05
No reply from their team yet.,0.1,0.05,0.1,0.1,0.9
Reliable features and great flow.,0.95,0.9,0.85,0.8,0.05
Couldn’t use the warranty.,0.1,0.05,0.1,0.1,0.9
Clean interface and sharp design.,0.95,0.9,0.85,0.8,0.05
Very poor support process.,0.1,0.05,0.1,0.1,0.9
Wonderful experience with this product.,0.95,0.9,0.85,0.8,0.05
They completely ignored my emails.,0.1,0.05,0.1,0.1,0.9
Easy to learn and navigate.,0.95,0.9,0.85,0.8,0.05
Still nothing after escalation.,0.1,0.05,0.1,0.1,0.9
"Responsive, fast and stable.",0.95,0.9,0.85,0.8,0.05
Worst return time ever.,0.1,0.05,0.1,0.1,0.9
Neat design and usability.,0.95,0.9,0.85,0.8,0.05
I had to fix it manually.,0.1,0.05,0.1,0.1,0.9
So satisfying and intuitive.,0.95,0.9,0.85,0.8,0.05
No one from support contacted me.,0.1,0.05,0.1,0.1,0.9
Feels like a professional tool.,0.95,0.9,0.85,0.8,0.05
Still unresolved after weeks.,0.1,0.05,0.1,0.1,0.9
"Polished, reliable and quick.",0.95,0.9,0.85,0.8,0.05
Worst item I’ve ever ordered.,0.1,0.05,0.1,0.1,0.9
All features work seamlessly.,0.95,0.9,0.85,0.8,0.05
Nothing was fixed so far.,0.1,0.05,0.1,0.1,0.9
Very responsive and thoughtful.,0.95,0.9,0.85,0.8,0.05
They never apologized.,0.1,0.05,0.1,0.1,0.9
Perfect visuals and interaction.,0.95,0.9,0.85,0.8,0.05
The item was incomplete.,0.1,0.05,0.1,0.1,0.9
Beautifully designed and practical.,0.95,0.9,0.85,0.8,0.05
They don’t care at all.,0.1,0.05,0.1,0.1,0.9
Totally refined and stable.,0.95,0.9,0.85,0.8,0.05
Still waiting on a reply.,0.1,0.05,0.1,0.1,0.9
Wonderful shape and function.,0.95,0.9,0.85,0.8,0.05
Worst tech experience I had.,0.1,0.05,0.1,0.1,0.9
Really usable and nice feel.,0.95,0.9,0.85,0.8,0.05
Awful installation process.,0.1,0.05,0.1,0.1,0.9
Great speed and elegant form.,0.95,0.9,0.85,0.8,0.05
No feedback from the team.,0.1,0.05,0.1,0.1,0.9
Effortless control and clarity.,0.95,0.9,0.85,0.8,0.05
Didn’t resolve my request.,0.1,0.05,0.1,0.1,0.9
Luxurious and fast interface.,0.95,0.9,0.85,0.8,0.05
Nothing was working correctly.,0.1,0.05,0.1,0.1,0.9
Professional finish and layout.,0.95,0.9,0.85,0.8,0.05
Still having the same issue.,0.1,0.05,0.1,0.1,0.9
Looks modern and operates smoothly.,0.95,0.9,0.85,0.8,0.05
The return took forever.,0.1,0.05,0.1,0.1,0.9
Perfectly responsive and useful.,0.95,0.9,0.85,0.8,0.05
Team didn’t help at all.,0.1,0.05,0.1,0.1,0.9
Super smooth and reliable.,0.95,0.9,0.85,0.8,0.05
Worst handling of refund ever.,0.1,0.05,0.1,0.1,0.9
User-friendly and clean flow.,0.95,0.9,0.85,0.8,0.05
Customer care never followed up.,0.1,0.05,0.1,0.1,0.9
Intelligent and clean structure.,0.95,0.9,0.85,0.8,0.05
Couldn’t complete the setup.,0.1,0.05,0.1,0.1,0.9
Very ergonomic and simple.,0.95,0.9,0.85,0.8,0.05
Support team is terrible.,0.1,0.05,0.1,0.1,0.9
Flawless UI and performance.,0.95,0.9,0.85,0.8,0.05
Refund was not processed.,0.1,0.05,0.1,0.1,0.9
Intuitive build and smart controls.,0.95,0.9,0.85,0.8,0.05
Didn’t fix the product.,0.1,0.05,0.1,0.1,0.9
Just elegant and well structured.,0.95,0.9,0.85,0.8,0.05
The entire system failed.,0.1,0.05,0.1,0.1,0.9
Great polish and quality.,0.95,0.9,0.85,0.8,0.05
Not usable without updates.,0.1,0.05,0.1,0.1,0.9
Very elegant and strong.,0.95,0.9,0.85,0.8,0.05
Support refused to cooperate.,0.1,0.05,0.1,0.1,0.9
Truly premium and efficient.,0.95,0.9,0.85,0.8,0.05
Nothing is functioning properly.,0.1,0.05,0.1,0.1,0.9
Very intuitive and organized.,0.95,0.9,0.85,0.8,0.05
Terrible delay with support.,0.1,0.05,0.1,0.1,0.9
Super functional and silent.,0.95,0.9,0.85,0.8,0.05
Never heard back from anyone.,0.1,0.05,0.1,0.1,0.9
Highly reliable and fast.,0.95,0.9,0.85,0.8,0.05
Couldn’t get a refund.,0.1,0.05,0.1,0.1,0.9
Lovely finish and usability.,0.95,0.9,0.85,0.8,0.05
Team was not responsive.,0.1,0.05,0.1,0.1,0.9
Fast performance and elegant layout.,0.95,0.9,0.85,0.8,0.05
They didn’t answer my emails.,0.1,0.05,0.1,0.1,0.9
Very intuitive and efficient product.,0.95,0.9,0.85,0.8,0.05
Still no solution from their team.,0.1,0.05,0.1,0.1,0.9
Looks modern and works smoothly.,0.95,0.9,0.85,0.8,0.05
Support was totally unresponsive.,0.1,0.05,0.1,0.1,0.9
Excellent speed and simplicity.,0.95,0.9,0.85,0.8,0.05
They never replied to my issue.,0.1,0.05,0.1,0.1,0.9
Great functionality and visual design.,0.95,0.9,0.85,0.8,0.05
Still broken and unresolved.,0.1,0.05,0.1,0.1,0.9
Nice structure and easy to handle.,0.95,0.9,0.85,0.8,0.05
No help was offered at all.,0.1,0.05,0.1,0.1,0.9
Very professional and clean look.,0.95,0.9,0.85,0.8,0.05
Support didn’t respond properly.,0.1,0.05,0.1,0.1,0.9
Polished experience and smart flow.,0.95,0.9,0.85,0.8,0.05
No confirmation received yet.,0.1,0.05,0.1,0.1,0.9
Super organized and efficient system.,0.95,0.9,0.85,0.8,0.05
Nothing got resolved so far.,0.1,0.05,0.1,0.1,0.9
Fast and reliable functionality.,0.95,0.9,0.85,0.8,0.05
They didn’t send the invoice.,0.1,0.05,0.1,0.1,0.9
Extremely smooth and clean.,0.95,0.9,0.85,0.8,0.05
The team never responded.,0.1,0.05,0.1,0.1,0.9
Perfect appearance and usage.,0.95,0.9,0.85,0.8,0.05
Still trying to get feedback.,0.1,0.05,0.1,0.1,0.9
Responsive and logical structure.,0.95,0.9,0.85,0.8,0.05
Worst support case ever.,0.1,0.05,0.1,0.1,0.9
Everything loaded instantly.,0.95,0.9,0.85,0.8,0.05
I had to fix everything.,0.1,0.05,0.1,0.1,0.9
Very quick and minimal.,0.95,0.9,0.85,0.8,0.05
Still broken after return.,0.1,0.05,0.1,0.1,0.9
Reliable and stable experience.,0.95,0.9,0.85,0.8,0.05
Team didn’t act on my case.,0.1,0.05,0.1,0.1,0.9
Modern visuals and solid build.,0.95,0.9,0.85,0.8,0.05
Nobody replied to my concerns.,0.1,0.05,0.1,0.1,0.9
Fantastic system and polish.,0.95,0.9,0.85,0.8,0.05
Couldn’t get proper assistance.,0.1,0.05,0.1,0.1,0.9
Very simple and elegant.,0.95,0.9,0.85,0.8,0.05
Horrible technical response.,0.1,0.05,0.1,0.1,0.9
Excellent precision and clarity.,0.95,0.9,0.85,0.8,0.05
Never got my replacement.,0.1,0.05,0.1,0.1,0.9
Nice handling and interaction.,0.95,0.9,0.85,0.8,0.05
Refund still pending after weeks.,0.1,0.05,0.1,0.1,0.9
Satisfying structure and visuals.,0.95,0.9,0.85,0.8,0.05
No working link was sent.,0.1,0.05,0.1,0.1,0.9
Refined setup and process.,0.95,0.9,0.85,0.8,0.05
Had to restart everything.,0.1,0.05,0.1,0.1,0.9
Everything just feels premium.,0.95,0.9,0.85,0.8,0.05
I’m tired of waiting for help.,0.1,0.05,0.1,0.1,0.9
Top usability and quiet performance.,0.95,0.9,0.85,0.8,0.05
No progress from their team.,0.1,0.05,0.1,0.1,0.9
Perfect product with smart layout.,0.95,0.9,0.85,0.8,0.05
Still unresolved for days.,0.1,0.05,0.1,0.1,0.9
Clean navigation and great look.,0.95,0.9,0.85,0.8,0.05
Worst customer support experience.,0.1,0.05,0.1,0.1,0.9
Responsive and fast interface.,0.95,0.9,0.85,0.8,0.05
No one took responsibility.,0.1,0.05,0.1,0.1,0.9
Professional interaction and layout.,0.95,0.9,0.85,0.8,0.05
Nobody is handling my complaint.,0.1,0.05,0.1,0.1,0.9
Fluent control and performance.,0.95,0.9,0.85,0.8,0.05
Still no update from them.,0.1,0.05,0.1,0.1,0.9
Great experience and setup.,0.95,0.9,0.85,0.8,0.05
Support ignored the whole thing.,0.1,0.05,0.1,0.1,0.9
Very clever design and use.,0.95,0.9,0.85,0.8,0.05
Still facing the same issue.,0.1,0.05,0.1,0.1,0.9
Easy to use and powerful.,0.95,0.9,0.85,0.8,0.05
Never received a call back.,0.1,0.05,0.1,0.1,0.9
Outstanding visuals and shape.,0.95,0.9,0.85,0.8,0.05
Still no follow-up email.,0.1,0.05,0.1,0.1,0.9
Totally smart and functional.,0.95,0.9,0.85,0.8,0.05
They gave me no solution.,0.1,0.05,0.1,0.1,0.9
Excellent product build quality.,0.95,0.9,0.85,0.8,0.05
No help was available online.,0.1,0.05,0.1,0.1,0.9
Fast delivery and usability.,0.95,0.9,0.85,0.8,0.05
They acted like it was nothing.,0.1,0.05,0.1,0.1,0.9
Great performance and visuals.,0.95,0.9,0.85,0.8,0.05
My issue was completely ignored.,0.1,0.05,0.1,0.1,0.9
Very stable and functional.,0.95,0.9,0.85,0.8,0.05
Still nothing from their support.,0.1,0.05,0.1,0.1,0.9
Works flawlessly every time.,0.95,0.9,0.85,0.8,0.05
Nobody explained the problem.,0.1,0.05,0.1,0.1,0.9
Reliable device and beautiful layout.,0.95,0.9,0.85,0.8,0.05
No attempt to contact me.,0.1,0.05,0.1,0.1,0.9
Very fast and refined.,0.95,0.9,0.85,0.8,0.05
Still facing trouble with it.,0.1,0.05,0.1,0.1,0.9
Clean interface and smooth logic.,0.95,0.9,0.85,0.8,0.05
Worst platform experience.,0.1,0.05,0.1,0.1,0.9
Perfectly executed and stylish.,0.95,0.9,0.85,0.8,0.05
Still can’t access features.,0.1,0.05,0.1,0.1,0.9
Effortless setup and usage.,0.95,0.9,0.85,0.8,0.05
The whole process was broken.,0.1,0.05,0.1,0.1,0.9
Really great control and speed.,0.95,0.9,0.85,0.8,0.05
Still waiting for assistance.,0.1,0.05,0.1,0.1,0.9
Neat design and efficient system.,0.95,0.9,0.85,0.8,0.05
They didn’t even respond.,0.1,0.05,0.1,0.1,0.9
Fantastic layout and handling.,0.95,0.9,0.85,0.8,0.05
They abandoned my complaint.,0.1,0.05,0.1,0.1,0.9
Smart and user-friendly.,0.95,0.9,0.85,0.8,0.05
No action from their end.,0.1,0.05,0.1,0.1,0.9
Super effective and fluid.,0.95,0.9,0.85,0.8,0.05
Still no help from the company.,0.1,0.05,0.1,0.1,0.9
Super fast and well-structured product.,0.95,0.9,0.85,0.8,0.05
No one has responded to me yet.,0.1,0.05,0.1,0.1,0.9
Clean visuals and intuitive layout.,0.95,0.9,0.85,0.8,0.05
Still no help from the support team.,0.1,0.05,0.1,0.1,0.9
Perfect speed and control.,0.95,0.9,0.85,0.8,0.05
Support doesn’t care about complaints.,0.1,0.05,0.1,0.1,0.9
Very modern and elegant.,0.95,0.9,0.85,0.8,0.05
Still unresolved and pending.,0.1,0.05,0.1,0.1,0.9
Top usability and aesthetics.,0.95,0.9,0.85,0.8,0.05
They never fixed the issue.,0.1,0.05,0.1,0.1,0.9
Wonderful design and speed.,0.95,0.9,0.85,0.8,0.05
I’m still waiting for any feedback.,0.1,0.05,0.1,0.1,0.9
Elegant system and smooth UI.,0.95,0.9,0.85,0.8,0.05
No solution after several emails.,0.1,0.05,0.1,0.1,0.9
Highly responsive and stable.,0.95,0.9,0.85,0.8,0.05
Worst customer care ever.,0.1,0.05,0.1,0.1,0.9
Everything runs perfectly.,0.95,0.9,0.85,0.8,0.05
Still not resolved after escalation.,0.1,0.05,0.1,0.1,0.9
Very practical and powerful.,0.95,0.9,0.85,0.8,0.05
I got no useful replies.,0.1,0.05,0.1,0.1,0.9
Quick setup and refined design.,0.95,0.9,0.85,0.8,0.05
They failed to support me.,0.1,0.05,0.1,0.1,0.9
Feels complete and reliable.,0.95,0.9,0.85,0.8,0.05
No action has been taken.,0.1,0.05,0.1,0.1,0.9
Smooth experience overall.,0.95,0.9,0.85,0.8,0.05
Team didn’t handle it properly.,0.1,0.05,0.1,0.1,0.9
Excellent flow and visuals.,0.95,0.9,0.85,0.8,0.05
No guidance provided by support.,0.1,0.05,0.1,0.1,0.9
Really efficient device.,0.95,0.9,0.85,0.8,0.05
Still no return confirmation.,0.1,0.05,0.1,0.1,0.9
Strong and professional feel.,0.95,0.9,0.85,0.8,0.05
They didn’t help at all.,0.1,0.05,0.1,0.1,0.9
Nice usability and polished layout.,0.95,0.9,0.85,0.8,0.05
Didn’t receive any clarification.,0.1,0.05,0.1,0.1,0.9
Smart design and clean interface.,0.95,0.9,0.85,0.8,0.05
Nobody explained the issue clearly.,0.1,0.05,0.1,0.1,0.9
Very robust and intuitive.,0.95,0.9,0.85,0.8,0.05
Still nothing from the team.,0.1,0.05,0.1,0.1,0.9
Fast delivery and beautiful UI.,0.95,0.9,0.85,0.8,0.05
Support ignored the request.,0.1,0.05,0.1,0.1,0.9
High-end finish and control.,0.95,0.9,0.85,0.8,0.05
They didn’t do anything useful.,0.1,0.05,0.1,0.1,0.9
Very good control and structure.,0.95,0.9,0.85,0.8,0.05
Return request was denied.,0.1,0.05,0.1,0.1,0.9
Elegant structure and stable use.,0.95,0.9,0.85,0.8,0.05
Still broken after complaint.,0.1,0.05,0.1,0.1,0.9
Professional handling and ease.,0.95,0.9,0.85,0.8,0.05
Worst experience with support.,0.1,0.05,0.1,0.1,0.9
Excellent usage and style.,0.95,0.9,0.85,0.8,0.05
Nothing arrived properly packaged.,0.1,0.05,0.1,0.1,0.9
Super logical and easy to use.,0.95,0.9,0.85,0.8,0.05
Support refused to help.,0.1,0.05,0.1,0.1,0.9
Perfect usability and speed.,0.95,0.9,0.85,0.8,0.05
No resolution after a week.,0.1,0.05,0.1,0.1,0.9
Very efficient and simple.,0.95,0.9,0.85,0.8,0.05
They delayed every response.,0.1,0.05,0.1,0.1,0.9
User-friendly layout and build.,0.95,0.9,0.85,0.8,0.05
Still unresolved by the team.,0.1,0.05,0.1,0.1,0.9
Beautiful appearance and flow.,0.95,0.9,0.85,0.8,0.05
Nothing worked after delivery.,0.1,0.05,0.1,0.1,0.9
Smooth operation and elegant UI.,0.95,0.9,0.85,0.8,0.05
Customer care didn’t follow up.,0.1,0.05,0.1,0.1,0.9
Top performance and build quality.,0.95,0.9,0.85,0.8,0.05
Still no help provided.,0.1,0.05,0.1,0.1,0.9
Very stylish and functional.,0.95,0.9,0.85,0.8,0.05
Couldn’t reach support at all.,0.1,0.05,0.1,0.1,0.9
High performance and logic.,0.95,0.9,0.85,0.8,0.05
Still facing setup issues.,0.1,0.05,0.1,0.1,0.9
Professional look and smooth controls.,0.95,0.9,0.85,0.8,0.05
Support doesn’t work weekends.,0.1,0.05,0.1,0.1,0.9
Fast interface and top structure.,0.95,0.9,0.85,0.8,0.05
Never received the package.,0.1,0.05,0.1,0.1,0.9
Clear navigation and smart UI.,0.95,0.9,0.85,0.8,0.05
Very unhelpful and slow.,0.1,0.05,0.1,0.1,0.9
Modern features and precision.,0.95,0.9,0.85,0.8,0.05
Had to contact multiple times.,0.1,0.05,0.1,0.1,0.9
Elegant visuals and usability.,0.95,0.9,0.85,0.8,0.05
Nothing was resolved.,0.1,0.05,0.1,0.1,0.9
Satisfying design and performance.,0.95,0.9,0.85,0.8,0.05
They sent the wrong product.,0.1,0.05,0.1,0.1,0.9
Feels fast and powerful.,0.95,0.9,0.85,0.8,0.05
Didn’t get the promised help.,0.1,0.05,0.1,0.1,0.9
Reliable performance and feel.,0.95,0.9,0.85,0.8,0.05
Still no callback received.,0.1,0.05,0.1,0.1,0.9
High-quality design and logic.,0.95,0.9,0.85,0.8,0.05
Had to fix things alone.,0.1,0.05,0.1,0.1,0.9
Very quiet and refined.,0.95,0.9,0.85,0.8,0.05
They didn’t reply again.,0.1,0.05,0.1,0.1,0.9
Looks great and runs well.,0.95,0.9,0.85,0.8,0.05
No feedback at all.,0.1,0.05,0.1,0.1,0.9
Super polished and easy to use.,0.95,0.9,0.85,0.8,0.05
Refund request still open.,0.1,0.05,0.1,0.1,0.9
Elegant and functional system.,0.95,0.9,0.85,0.8,0.05
No help was received yet.,0.1,0.05,0.1,0.1,0.9
Awesome UI and performance.,0.95,0.9,0.85,0.8,0.05
Nobody replied so far.,0.1,0.05,0.1,0.1,0.9
Perfect layout and smooth transitions.,0.95,0.9,0.85,0.8,0.05
Still broken after weeks.,0.1,0.05,0.1,0.1,0.9
Highly stable and user-friendly.,0.95,0.9,0.85,0.8,0.05
No proper support at all.,0.1,0.05,0.1,0.1,0.9
Clean performance and flawless visuals.,0.95,0.9,0.85,0.8,0.05
No action was ever taken.,0.1,0.05,0.1,0.1,0.9
Smooth operation and beautiful flow.,0.95,0.9,0.85,0.8,0.05
Still no confirmation or help.,0.1,0.05,0.1,0.1,0.9
Very responsive and modern design.,0.95,0.9,0.85,0.8,0.05
They refused to help at all.,0.1,0.05,0.1,0.1,0.9
Elegant design and easy usage.,0.95,0.9,0.85,0.8,0.05
Nothing is working correctly yet.,0.1,0.05,0.1,0.1,0.9
Great visuals and well-built layout.,0.95,0.9,0.85,0.8,0.05
Still unresolved after support ticket.,0.1,0.05,0.1,0.1,0.9
Polished device and intuitive control.,0.95,0.9,0.85,0.8,0.05
No clear answers from the team.,0.1,0.05,0.1,0.1,0.9
Top aesthetics and performance.,0.95,0.9,0.85,0.8,0.05
Still broken after replacement.,0.1,0.05,0.1,0.1,0.9
Very simple and clean navigation.,0.95,0.9,0.85,0.8,0.05
Support never responded at all.,0.1,0.05,0.1,0.1,0.9
Impressive speed and smoothness.,0.95,0.9,0.85,0.8,0.05
Nobody resolved the problem.,0.1,0.05,0.1,0.1,0.9
Excellent handling and finish.,0.95,0.9,0.85,0.8,0.05
I never got a reply back.,0.1,0.05,0.1,0.1,0.9
Wonderful interface and design.,0.95,0.9,0.85,0.8,0.05
They didn’t even try to help.,0.1,0.05,0.1,0.1,0.9
Neat layout and fast interaction.,0.95,0.9,0.85,0.8,0.05
No updates since I reported it.,0.1,0.05,0.1,0.1,0.9
Highly usable and smart product.,0.95,0.9,0.85,0.8,0.05
The refund never came through.,0.1,0.05,0.1,0.1,0.9
Nice feel and usability.,0.95,0.9,0.85,0.8,0.05
Still can’t use the platform.,0.1,0.05,0.1,0.1,0.9
Very solid and quiet performance.,0.95,0.9,0.85,0.8,0.05
Still no return instructions.,0.1,0.05,0.1,0.1,0.9
Refined visuals and comfort.,0.95,0.9,0.85,0.8,0.05
They never issued the refund.,0.1,0.05,0.1,0.1,0.9
Effortless experience and setup.,0.95,0.9,0.85,0.8,0.05
No response from anyone.,0.1,0.05,0.1,0.1,0.9
"Elegant, fast and easy to use.",0.95,0.9,0.85,0.8,0.05
They don’t reply to emails.,0.1,0.05,0.1,0.1,0.9
Excellent product from start to end.,0.95,0.9,0.85,0.8,0.05
Customer care doesn’t exist.,0.1,0.05,0.1,0.1,0.9
Very smart layout and interface.,0.95,0.9,0.85,0.8,0.05
I’m tired of contacting them.,0.1,0.05,0.1,0.1,0.9
Beautiful visuals and logic.,0.95,0.9,0.85,0.8,0.05
No one followed through.,0.1,0.05,0.1,0.1,0.9
Really nice product build.,0.95,0.9,0.85,0.8,0.05
Still no feedback or action.,0.1,0.05,0.1,0.1,0.9
Clear structure and top usability.,0.95,0.9,0.85,0.8,0.05
Worst handling of complaint.,0.1,0.05,0.1,0.1,0.9
Smooth delivery and functionality.,0.95,0.9,0.85,0.8,0.05
They never offered solutions.,0.1,0.05,0.1,0.1,0.9
Quick setup and modern UI.,0.95,0.9,0.85,0.8,0.05
Still unresolved from their side.,0.1,0.05,0.1,0.1,0.9
Reliable visuals and flow.,0.95,0.9,0.85,0.8,0.05
Still waiting for basic support.,0.1,0.05,0.1,0.1,0.9
Professional product and look.,0.95,0.9,0.85,0.8,0.05
Had to fix it all alone.,0.1,0.05,0.1,0.1,0.9
Fast and logical layout.,0.95,0.9,0.85,0.8,0.05
They didn’t assist me once.,0.1,0.05,0.1,0.1,0.9
Awesome interface and visuals.,0.95,0.9,0.85,0.8,0.05
No help received after days.,0.1,0.05,0.1,0.1,0.9
Very intuitive and usable.,0.95,0.9,0.85,0.8,0.05
Still no solution after escalation.,0.1,0.05,0.1,0.1,0.9
Highly polished and refined.,0.95,0.9,0.85,0.8,0.05
I gave up waiting for help.,0.1,0.05,0.1,0.1,0.9
Clean and simple device.,0.95,0.9,0.85,0.8,0.05
They didn’t bother to answer.,0.1,0.05,0.1,0.1,0.9
Very elegant and efficient tool.,0.95,0.9,0.85,0.8,0.05
Support didn’t provide any info.,0.1,0.05,0.1,0.1,0.9
Great build and clear controls.,0.95,0.9,0.85,0.8,0.05
They left my case unresolved.,0.1,0.05,0.1,0.1,0.9
Super fast and beautiful experience.,0.95,0.9,0.85,0.8,0.05
No support reached out to me.,0.1,0.05,0.1,0.1,0.9
Very practical and intuitive.,0.95,0.9,0.85,0.8,0.05
Nobody handled my request.,0.1,0.05,0.1,0.1,0.9
Extremely smooth and stylish.,0.95,0.9,0.85,0.8,0.05
Had to manage it all myself.,0.1,0.05,0.1,0.1,0.9
Modern design and great feel.,0.95,0.9,0.85,0.8,0.05
They didn’t try to follow up.,0.1,0.05,0.1,0.1,0.9
Everything feels sleek and powerful.,0.95,0.9,0.85,0.8,0.05
Still no reply from service.,0.1,0.05,0.1,0.1,0.9
Perfectly balanced and functional.,0.95,0.9,0.85,0.8,0.05
Worst case resolution ever.,0.1,0.05,0.1,0.1,0.9
Very minimal and effective.,0.95,0.9,0.85,0.8,0.05
No confirmation mail received.,0.1,0.05,0.1,0.1,0.9
Excellent visuals and response time.,0.95,0.9,0.85,0.8,0.05
Still can’t access anything.,0.1,0.05,0.1,0.1,0.9
Clean and attractive interface.,0.95,0.9,0.85,0.8,0.05
Their team was not helpful.,0.1,0.05,0.1,0.1,0.9
